4.099917087352257283e+01
-1.208333159815314950e+01
3.000000000000000000e+00
3.320000000000000000e+02
8.110000000000000000e+02
6.820000000000000000e+02
5.000000000000000000e+00
1.090000000000000000e+02
1.860000000000000000e+02
2.390000000000000000e+02
3.220000000000000000e+02
4.130000000000000000e+02
9.977089655226464293e-01
5.410268066535036668e-01
3.921066025005682243e-01
2.476682356789085826e-01
3.498126858292485153e-01
